pass_id	inventory_id	visual_family	visual_category	board_or_section_id	pdf_page	asset_id	asset_type	title	file_path	sha256	source_or_provenance	private_use_status	story_purpose	blocked_claims	render_location	page_mapping_method_i0302	page_mapping_evidence_i0302
I-0302	FI-0387	source_surface_gallery	paper_report_excerpt	SS-PAPER-02	635	A-0285-007	paper_report_excerpt	Constitutional AI	assets/papers/i0285_cards/paper-0285-007-constitutional-ai.svg	30417d34ad09566e5190e83cf0093c8f4e13e7afc5f49e5699585516317f5b2c	https://arxiv.org/pdf/2212.08073	private_use_source_surface_page_render; source page render hash 05a1f3db362dd90ba2bc512e7c3a2481936e03c08ab5ac256ee8842489841dc1; blocked claims: Does not prove Claude safety, policy correctness, or solved alignment.	Gives the Anthropic/alignment lane a primary paper page.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Alignment, Open Weights, And Model Families
I-0302	FI-0388	source_surface_gallery	paper_report_excerpt	SS-PAPER-02	635	A-0285-008	paper_report_excerpt	Llama 2: Open Foundation and Fine-Tuned Chat Models	assets/papers/i0285_cards/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models.svg	f3e59dc8dacb6237983d8f3e8535e1ec5e476be09477e7b6165a9f6bd8b27c03	https://arxiv.org/pdf/2307.09288	private_use_source_surface_page_render; source page render hash d262ca1876710a0f0559c8b85fd9c0c005516e7e665eb2812011babf93575cfa; blocked claims: Does not prove open-source legal status, adoption, or superiority.	Shows open-weight release as report/documentation surface.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Alignment, Open Weights, And Model Families
I-0302	FI-0389	source_surface_gallery	paper_report_excerpt	SS-PAPER-02	635	A-0285-009	paper_report_excerpt	Gemini: A Family of Highly Capable Multimodal Models	assets/papers/i0285_cards/paper-0285-009-gemini-a-family-of-highly-capable-multimodal-models.svg	0b65e2147edec6fb1eb997b89343ee86a1532c849f1462f89f2a9d76e45a915c	https://arxiv.org/pdf/2312.11805	private_use_source_surface_page_render; source page render hash a481d630ff03160e86d1a89859d7e99123b475dfffa97ad562f94e95d566f753; blocked claims: Does not prove current product quality, Search impact, or benchmark crown.	Pairs Google product story with a technical report page.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Alignment, Open Weights, And Model Families
I-0302	FI-0390	source_surface_gallery	paper_report_excerpt	SS-PAPER-02	635	A-0285-010	paper_report_excerpt	Qwen2 Technical Report	assets/papers/i0285_cards/paper-0285-010-qwen2-technical-report.svg	6e0d6724ff75e21b0c340c07e75197baf9ae2f444ce6eadd7377e2147ce4a0ad	https://arxiv.org/pdf/2407.10671	private_use_source_surface_page_render; source page render hash 1806828650de6648bb48917595d9b4c61ca1969cd9be241efdcc0f01d42a5798; blocked claims: Does not support Qwen3.5/3.6 claims or live model rank.	Anchors the Qwen lane in a dated paper/report page.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Alignment, Open Weights, And Model Families
I-0302	FI-0391	source_surface_gallery	paper_report_excerpt	SS-PAPER-03	637	A-0285-011	paper_report_excerpt	DeepSeek-V3 Technical Report	assets/papers/i0285_cards/paper-0285-011-deepseek-v3-technical-report.svg	ff52b4c4396dae823102760f82aee5885fe409221ec852203cbf15260d13faa9	https://arxiv.org/pdf/2412.19437	private_use_source_surface_page_render; source page render hash e294c88a9d909e1028672603278b9169b211c77b476e47ea3403f7932c7c2593; blocked claims: Does not prove post-cutoff V4 claims or neutral benchmark superiority.	Adds DeepSeek system/report texture for the China frontier chapter.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Reasoning, Coding, Tool Use, And Retrieval
I-0302	FI-0392	source_surface_gallery	paper_report_excerpt	SS-PAPER-03	637	A-0285-012	paper_report_excerpt	DeepSeek-R1: Incentivizing Reasoning Capability in LLMs	assets/papers/i0285_cards/paper-0285-012-deepseek-r1-incentivizing-reasoning-capability-in-llms.svg	112514c345969a1fbb1e4c9343bcdec8685f55522d9a87c4941604ff1be43fba	https://arxiv.org/pdf/2501.12948	private_use_source_surface_page_render; source page render hash 77334130a85a847212e8b334e398df8aae3f1e9a15db4be22a3ef59eafe7fed7; blocked claims: Does not prove universal reasoning, safe deployment, or current rank.	Anchors reasoning/open-model prose in a primary report page.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Reasoning, Coding, Tool Use, And Retrieval
I-0302	FI-0393	source_surface_gallery	paper_report_excerpt	SS-PAPER-03	637	A-0285-013	paper_report_excerpt	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	assets/papers/i0285_cards/paper-0285-013-swe-bench-can-language-models-resolve-real-world-github-issues.svg	5182bb2b22abeafe7a38f5fa1a28dc5fc482139cac4762c867fb32271eea398b	https://arxiv.org/pdf/2310.06770	private_use_source_surface_page_render; source page render hash 2d9fdc266c9dde195924c7a12ab0054ecc134e6426dcb93ebaf752dcecc36d00; blocked claims: Does not prove developer replacement or production productivity.	Makes coding-agent evaluation a visible benchmark harness surface.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Reasoning, Coding, Tool Use, And Retrieval
I-0302	FI-0394	source_surface_gallery	paper_report_excerpt	SS-PAPER-03	637	A-0285-014	paper_report_excerpt	Toolformer: Language Models Can Teach Themselves to Use Tools	assets/papers/i0285_cards/paper-0285-014-toolformer-language-models-can-teach-themselves-to-use-tools.svg	aec786eb81beed413d347725af52b6237b56a780c53ff7c7cfee6260124026c1	https://arxiv.org/pdf/2302.04761	private_use_source_surface_page_render; source page render hash 9f067a45ff641775dec84ae095dc54831c1cfe3f56398f02937038aeb81da44b; blocked claims: Does not prove autonomous reliability or current agent capability.	Gives tool-use chapters a primary research source page.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Reasoning, Coding, Tool Use, And Retrieval
I-0302	FI-0395	source_surface_gallery	paper_report_excerpt	SS-PAPER-03	637	A-0285-015	paper_report_excerpt	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	assets/papers/i0285_cards/paper-0285-015-retrieval-augmented-generation-for-knowledge-intensive-nlp-tasks.svg	bed76201d7781b1701681df780d17580d1217b856bbc52245b9ced68a5bcf924	https://arxiv.org/pdf/2005.11401	private_use_source_surface_page_render; source page render hash 58c959701398383152a8c6454d8fc87fee3f28ed2d9a657aa871b89c54a6f0f0; blocked claims: Does not prove factuality, complete grounding, or production correctness.	Shows retrieval as a source-grounding mechanism before agentic tool use.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Reasoning, Coding, Tool Use, And Retrieval
I-0302	FI-0396	source_surface_gallery	paper_report_excerpt	SS-PAPER-04	639	A-0288-001	paper_report_excerpt	BERT: Pre-training of Deep Bidirectional Transformers	assets/papers/i0288_cards/paper-0288-001-bert-pre-training-of-deep-bidirectional-transformers.svg	7f62213618200373a007f77ef999e5bd24b5f13879e0f61391752d4e6874fd52	https://arxiv.org/pdf/1810.04805	private_use_source_surface_page_render; source page render hash 076d674b09d4f213666f986048a6a6d293cf1b7c72ef6952d85cfa4dfe203f9e; blocked claims: Does not make BERT a generative chatbot or prove later LLM behavior.	Pre-Transformer-to-LLM context for masked-language-modeling lineage.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Pretraining Lineage And Compute-Optimal Scale
I-0302	FI-0397	source_surface_gallery	paper_report_excerpt	SS-PAPER-04	639	A-0288-002	paper_report_excerpt	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	assets/papers/i0288_cards/paper-0288-002-exploring-the-limits-of-transfer-learning-with-a-unified-text-to-text-transformer.svg	6918a8761a3a00fcf3cfd7ac79822346d58689c7b42b05cae73c0df9267bc484	https://arxiv.org/pdf/1910.10683	private_use_source_surface_page_render; source page render hash 0182a2b443748515cb228583210e7374ea1563f6d5b3c8b0a1b0ed8777ad8ca3; blocked claims: Does not prove universal task generality or modern instruction-following behavior.	T5/text-to-text framing as a bridge between transfer learning and promptable systems.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Pretraining Lineage And Compute-Optimal Scale
I-0302	FI-0398	source_surface_gallery	paper_report_excerpt	SS-PAPER-04	639	A-0288-003	paper_report_excerpt	Training Compute-Optimal Large Language Models	assets/papers/i0288_cards/paper-0288-003-training-compute-optimal-large-language-models.svg	19c0d2a6c2414d19e076e92b6d57d8b1cf9077c56b899f4fe6ddf3c5fea62453	https://arxiv.org/pdf/2203.15556	private_use_source_surface_page_render; source page render hash afabb2b6186459adc7d248d0392b7225eab276012d7480e2d7e124e7f95ee67e; blocked claims: Does not prove a single optimal recipe for all later models or business outcomes.	Chinchilla compute/data balance surface for scaling-law chapters.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Pretraining Lineage And Compute-Optimal Scale
I-0302	FI-0399	source_surface_gallery	paper_report_excerpt	SS-PAPER-04	639	A-0288-004	paper_report_excerpt	PaLM: Scaling Language Modeling with Pathways	assets/papers/i0288_cards/paper-0288-004-palm-scaling-language-modeling-with-pathways.svg	25a1a1bbda29c7191527cc18d93e275e2e038d6df9fd7c0e4a79be6235cc2195	https://arxiv.org/pdf/2204.02311	private_use_source_surface_page_render; source page render hash 20a7b8e38a9b144505cc5c61b4f670001db8ff3682417688b10808386be8999f; blocked claims: Does not prove current Gemini quality, deployment, or product adoption.	Google/Pathways scale surface for the pre-Gemini model lineage.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Pretraining Lineage And Compute-Optimal Scale
I-0302	FI-0400	source_surface_gallery	paper_report_excerpt	SS-PAPER-04	639	A-0288-005	paper_report_excerpt	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	assets/papers/i0288_cards/paper-0288-005-chain-of-thought-prompting-elicits-reasoning-in-large-language-models.svg	4ab9fc2d9ce92cbfe31bfb50451754e8be0851d812a6694700d2a8fb08a7b47e	https://arxiv.org/pdf/2201.11903	private_use_source_surface_page_render; source page render hash 2776552a84ba0f030412cebff7837e34d4808702593da69d063e61a46dbf8b93; blocked claims: Does not prove robust reasoning, hidden cognition, or safety.	Reasoning/test-time prompting source surface.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Pretraining Lineage And Compute-Optimal Scale
I-0302	FI-0401	source_surface_gallery	paper_report_excerpt	SS-PAPER-05	641	A-0288-006	paper_report_excerpt	Code Llama: Open Foundation Models for Code	assets/papers/i0288_cards/paper-0288-006-code-llama-open-foundation-models-for-code.svg	d85271bbbc5831f82c185ba509b9d41116ae0e84ac28062f74439d2c8ebfd004	https://arxiv.org/pdf/2308.12950	private_use_source_surface_page_render; source page render hash f8c9ec995d6dc97a9c603a8ae6e0a9937bc0b8c3d10744cb56794f9ec00c2596; blocked claims: Does not prove developer replacement, production correctness, or current benchmark rank.	Code-model source surface for the coding-agent lineage.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Open-Model, Code, And Benchmark Texture
I-0302	FI-0402	source_surface_gallery	paper_report_excerpt	SS-PAPER-05	641	A-0288-007	paper_report_excerpt	Mistral 7B	assets/papers/i0288_cards/paper-0288-007-mistral-7b.svg	e89f73f0f895bd1640b79d7a379b23c012b556605e858a909970d6220751ed65	https://arxiv.org/pdf/2310.06825	private_use_source_surface_page_render; source page render hash 8919556393ab578909f899871d5386ea65313f64a48cb905686a49c4284f4811; blocked claims: Does not prove broad superiority, current deployment, or final model rank.	Efficient European frontier/open-model source surface.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Open-Model, Code, And Benchmark Texture
I-0302	FI-0403	source_surface_gallery	paper_report_excerpt	SS-PAPER-05	641	A-0288-008	paper_report_excerpt	Mixtral of Experts	assets/papers/i0288_cards/paper-0288-008-mixtral-of-experts.svg	9f6a979a764a17069ec5697dbfcc72f1332e43db6318fa9ef873e167d71fc558	https://arxiv.org/pdf/2401.04088	private_use_source_surface_page_render; source page render hash e4c3168b7019a2a2351e13e082b7b5f8c117998f48b81831a8b2bade9b42c26f; blocked claims: Does not prove all MoE systems are cheaper, safer, or superior.	Mixture-of-experts source surface for architecture and efficiency chapters.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Open-Model, Code, And Benchmark Texture
I-0302	FI-0404	source_surface_gallery	paper_report_excerpt	SS-PAPER-05	641	A-0288-009	paper_report_excerpt	The Llama 3 Herd of Models	assets/papers/i0288_cards/paper-0288-009-the-llama-3-herd-of-models.svg	7f38620208a1bc8f7b5de4f789f56fca4bd5640b633806257b2e8aa82eba31a9	https://arxiv.org/pdf/2407.21783	private_use_source_surface_page_render; source page render hash 1595a587e394bde58b89d01383663d1afc8383db1db3426f0a2b0b191194665d; blocked claims: Does not prove open-source legal status, adoption, or benchmark supremacy.	Meta/Llama 3 report surface for open-weight model-family narration.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Open-Model, Code, And Benchmark Texture
I-0302	FI-0405	source_surface_gallery	paper_report_excerpt	SS-PAPER-05	641	A-0288-010	paper_report_excerpt	LiveCodeBench: Holistic and Contamination Free Evaluation	assets/papers/i0288_cards/paper-0288-010-livecodebench-holistic-and-contamination-free-evaluation.svg	3da6b3b61cf65aeed630a25b6eb6c247346ba7622c347d64c167d07962d201c6	https://arxiv.org/pdf/2403.07974	private_use_source_surface_page_render; source page render hash 97a896e9e628d9b9a2af12ed49aa8b0dc1910d88016ac807ca9891cdba245f76; blocked claims: Does not prove broad software productivity or live model rank.	Coding benchmark paper surface for evaluation-caveat prose.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	Open-Model, Code, And Benchmark Texture
I-0302	FI-0406	source_surface_gallery	pdf_presentation_page	SS-PDF-01	643	A-0285-016	pdf_presentation_page	GTC 2026 keynote title/opening surface	assets/papers/i0285_cards/pdf-0285-001-gtc-2026-keynote-title-opening-surface.svg	f72f0e674a75c7b87b0d0da046bbaf06f6e85a37e1c1fe1ae3eb1d56e4732a89	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash b7ad56fa1baddbc4768b9871f902aee05b1cf815251b42993860ff213d50bc40; blocked claims: Does not prove independent industry consensus.	GTC opening/title page as NVIDIA source surface.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Stagecraft: AI Factory Thesis
I-0302	FI-0407	source_surface_gallery	pdf_presentation_page	SS-PDF-01	643	A-0285-017	pdf_presentation_page	GTC 2026 AI factory framing	assets/papers/i0285_cards/pdf-0285-002-gtc-2026-ai-factory-framing.svg	7d154f8a1a442595fe1455f1bf0db79f1624626a996808f0ee72879eca879b47	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 185bb3031e61d2866823e89c50f82363af6145037c6fec4791878b74131cd6f6; blocked claims: Does not prove deployed capacity, revenue, or neutral definition.	AI-factory thesis as NVIDIA stagecraft.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Stagecraft: AI Factory Thesis
I-0302	FI-0408	source_surface_gallery	pdf_presentation_page	SS-PDF-01	643	A-0285-018	pdf_presentation_page	GTC 2026 hardware roadmap surface	assets/papers/i0285_cards/pdf-0285-003-gtc-2026-hardware-roadmap-surface.svg	65f32d61e0c3cb819bfbfb96cf9376d734d3ec3eeacb8e95eabb46acb30cf7a2	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 3a95ccb54f83441f5c44a16b7cdb5d8c63c5cdcd8e1bf5b82732bf33ba25469f; blocked claims: Roadmaps are not happened history after the cutoff.	Roadmap page for cutoff-labeled hardware sequence.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Stagecraft: AI Factory Thesis
I-0302	FI-0409	source_surface_gallery	pdf_presentation_page	SS-PDF-01	643	A-0285-019	pdf_presentation_page	GTC 2026 rack-scale comparison surface	assets/papers/i0285_cards/pdf-0285-004-gtc-2026-rack-scale-comparison-surface.svg	44c0db7d21881abb8fd319251934f9e3509f9a855633f1eb443ae07b6a69158d	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 9fa2bcbecac19e121395fbe3478bbe84d8ed15036cf7090495e667b07493331f; blocked claims: Does not prove independent performance or customer outcome.	Rack/cluster comparison as vendor-attributed visual evidence.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Stagecraft: AI Factory Thesis
I-0302	FI-0410	source_surface_gallery	pdf_presentation_page	SS-PDF-01	643	A-0285-020	pdf_presentation_page	GTC 2026 inference/economics framing	assets/papers/i0285_cards/pdf-0285-005-gtc-2026-inference-economics-framing.svg	4eaec2d1e3aae202ac7f510a51b84fb69af08332eb61fff189b5bd76627ef0b3	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 34a90816dcdbe2f86d05a8a42902ce7c8fc80dc5d22b72d406c0986d7504b9f5; blocked claims: Does not prove margins, price-quality, or real workload mix.	Inference compute framing for token-economics prose.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Stagecraft: AI Factory Thesis
I-0302	FI-0411	source_surface_gallery	pdf_presentation_page	SS-PDF-02	645	A-0285-021	pdf_presentation_page	GTC 2026 networking/platform surface	assets/papers/i0285_cards/pdf-0285-006-gtc-2026-networking-platform-surface.svg	7e6659cf09a3a0a6b04272b94bc9b1ed4525e47637d85b03de29d35a79336da4	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash c5ae89be4aac08ddf8e60eaa0f4a93c660b22d86a77c5d376f2fd72cfe370c3b; blocked claims: Does not prove deployed cluster design or procurement status.	Networking/platform layer for AI factory stack.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Platform, Networking, And Facilities
I-0302	FI-0412	source_surface_gallery	pdf_presentation_page	SS-PDF-02	645	A-0285-022	pdf_presentation_page	GTC 2026 DSX/factory design surface	assets/papers/i0285_cards/pdf-0285-007-gtc-2026-dsx-factory-design-surface.svg	2d8d7420ea0373ade5bd6f6982e006e6fae9830bb52237fe0f73efd834494d73	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash d1f6189e4cb5e76af9b07b0610cba5d89899c435fbc9f5e4b07b076fb6b0342e; blocked claims: Blueprint language is not proof of built facilities.	Reference-design surface for infrastructure chapter.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Platform, Networking, And Facilities
I-0302	FI-0413	source_surface_gallery	pdf_presentation_page	SS-PDF-02	645	A-0285-023	pdf_presentation_page	GTC 2026 closing/ecosystem surface	assets/papers/i0285_cards/pdf-0285-008-gtc-2026-closing-ecosystem-surface.svg	a8353dfc56f160443d8f7572d00117e3b78b9daf24b2ed0dafa2c12d267b4e4f	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash ca72b8bc551d94d7dfcf7377a6b25e0c7e9233ac78beabdbc12a84005391464c; blocked claims: Does not prove partner outcomes or market adoption.	Ecosystem/closing page as staged source-actor evidence.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Platform, Networking, And Facilities
I-0302	FI-0414	source_surface_gallery	pdf_presentation_page	SS-PDF-02	645	A-0285-024	pdf_presentation_page	GTC 2026 software stack surface	assets/papers/i0285_cards/pdf-0285-009-gtc-2026-software-stack-surface.svg	377e9c139097e84b9fda0c3dbb36dcac7cf5fab73067d00eaee50364bca198ce	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 592f272c5e25bc58ebced5eb143711f947dcbaa5ba685adc160296acb2626b58; blocked claims: Does not prove independent developer adoption or workload share.	Software/platform layer for CUDA and AI-stack narration.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Platform, Networking, And Facilities
I-0302	FI-0415	source_surface_gallery	pdf_presentation_page	SS-PDF-02	645	A-0285-025	pdf_presentation_page	GTC 2026 accelerator system surface	assets/papers/i0285_cards/pdf-0285-010-gtc-2026-accelerator-system-surface.svg	57f8dde793cc7dac67733b71e4d77e80695475e575594e434a3b40b53335e7c5	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 1bb52f12bbc693072f4fa37ad1a84a59f6e3bda84f2c3d360f4391e6c1b042dc; blocked claims: Does not prove delivered capacity, utilization, or non-vendor performance.	Accelerator/system page for hardware-to-token visual texture.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	GTC Platform, Networking, And Facilities
I-0302	FI-0416	source_surface_gallery	pdf_presentation_page	SS-PDF-03	647	A-0285-026	pdf_presentation_page	GTC 2026 datacenter/facility surface	assets/papers/i0285_cards/pdf-0285-011-gtc-2026-datacenter-facility-surface.svg	7252b1ce633b9495f737a5e6724a0f8620843f593207df6ee9e6b91e98c96e32	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 850054ab89d836be716a0fa6290ef8e05684b1cbc04df71a85ace0de74714381; blocked claims: Does not prove site-level deployment, grid impact, or economics.	Facility/datacenter page for power and infrastructure chapters.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	System Cards And GPT-4 Report Surfaces
I-0302	FI-0417	source_surface_gallery	pdf_report_page	SS-PDF-03	647	A-0285-027	pdf_report_page	GPT-4 System Card first-page surface	assets/papers/i0285_cards/pdf-0285-012-gpt-4-system-card-first-page-surface.svg	6ad6775954b5665a85199a616b247d20fa100d4b555c55dc9368417b04d436d7	https://cdn.openai.com/papers/gpt-4-system-card.pdf	private_use_source_surface_page_render; source page render hash b9d5d0497173ce802eb5a8cd39759338884bfedf3706dcfec07b58c16a010be9; blocked claims: Does not prove mitigations worked or deployed safety.	System-card page for alignment/product-risk disclosure.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	System Cards And GPT-4 Report Surfaces
I-0302	FI-0418	source_surface_gallery	pdf_report_page	SS-PDF-03	647	A-0285-028	pdf_report_page	GPT-4o System Card first-page surface	assets/papers/i0285_cards/pdf-0285-013-gpt-4o-system-card-first-page-surface.svg	dbaf740f029a73b47ddcdc6ffed641be90fc343e875560c19de8b87f4bb8daac	https://cdn.openai.com/gpt-4o-system-card.pdf	private_use_source_surface_page_render; source page render hash afceaf9e26bb6ba58d1086610753f44503c67ff661b46707eb1c971c929692f3; blocked claims: Does not prove safety, model rank, or current behavior.	Later system-card page showing safety-documentation continuity.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	System Cards And GPT-4 Report Surfaces
I-0302	FI-0419	source_surface_gallery	pdf_report_page	SS-PDF-03	647	A-0285-029	pdf_report_page	GPT-4 Technical Report first-page surface	assets/papers/i0285_cards/pdf-0285-014-gpt-4-technical-report-first-page-surface.svg	c0f53772b234a0ccf0776187d6e2c273662313a060651bc9133977ef31ede4bf	https://arxiv.org/pdf/2303.08774	private_use_source_surface_page_render; source page render hash 2c06fcecfb0b155de132088eb5b532b9a5e4a69608b4b0e9873866f7ec57c520; blocked claims: Does not prove hidden architecture, current capability, or benchmark crown.	GPT-4 report surface for frontier-model transition.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	System Cards And GPT-4 Report Surfaces
I-0302	FI-0420	source_surface_gallery	pdf_report_page	SS-PDF-03	647	A-0285-030	pdf_report_page	Sparks of AGI paper first-page surface	assets/papers/i0285_cards/pdf-0285-015-sparks-of-agi-paper-first-page-surface.svg	9e93f594ea25eec0a71c9a16d2d323a4e06c93712f858283a8ee2f697948dc57	https://arxiv.org/pdf/2303.12712	private_use_source_surface_page_render; source page render hash e1038191da7d3e43139564aed2b53cffe86b8a4a09f884d2f1c5b9a779315ca7; blocked claims: Does not prove AGI, mind, or robust general intelligence.	A historically important evaluation/claim surface for GPT-4 discourse.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.	final_private_pdf_authored_visual_board_appendix	board_title	System Cards And GPT-4 Report Surfaces
