pass_id	pdf_page	mapped_visual_rows	visual_families	visual_categories	page_text_sample
I-0310	582	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	Chapter 21: Reasoning, Test-Time Compute, and the New Scaling Axis 21. Reasoning, Test-Time Compute, and the New Scaling Axis Reasoning systems shift some of the cost into the pause before an answer, making thought-like behavior a metered inference choice. F21
I-0310	583	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	F21.02 / A-0288-005 - Figure 21.02 - Chain-of-Thought Paper Page Chain-of-Thought Prompting page-one render anchors reasoning/test-time prompting in a primary source surface; it does not prove robust reasoning, hidden cognition, or safety. Source: PAPER-0288-0
I-0310	584	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	F21.03 / A-0285-012 - Figure 21.03 - DeepSeek-R1 Report Page As Reasoning Surface DeepSeek-R1 report page-one render ties the reasoning score discussion to a primary report surface; it does not prove universal reasoning, safe deployment, or current rank. Sourc
I-0310	585	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	F21.04 / A-0286-T005 - Figure 21.04 - 2022 Model-Landscape Table The 2022 benchmark/model-landscape table records the instruction/RLHF- to-early-chat context as a memory aid; it is not a live rank, universal quality score, safety proof, or product adoption cla
I-0310	597	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 21 Visual Portfolio These visuals are placed with Chapter 21, Reasoning, Test-Time Compute, and the New Scaling Axis, so the reader sees the evidence and memory aids beside the argument they serve. VX026 / A-0078 - Chapter 21 train-time versus test-tim
I-0310	598	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX027 / A-0079 - Chapter 21 verifier/search loop Figure 21.2 - Reasoning Is A Loop, Not A Magic Thought Bubble. Prompt, candidate paths, verifier, observation/tool result, loopback, and selected answer form a system procedure. Categories: curated_chart_data_sv
I-0310	599	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX028 / A-0080 - Chapter 21 inference-contract matrix Figure 21.3 - A Reasoning Score Needs An Inference Contract. Model/date, task set, tool access, samples/retries, verifier/scoring rule, and contamination scope become caption requirements. Categories: curat
I-0310	600	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX029 / A-0081 - Chapter 21 reasoning-budget routing map Figure 21.4 - How Much Thinking Is This Worth? Fast path, think path, tool path, and human escalation/refusal are schematic routing lanes. Categories: curated_chart_data_svg_visualization. Source/provena
I-0310	601	1	source_surface_gallery=1	paper_report_excerpt=1	PORTFOLIO PLATE - PAPER REPORT EXCERPT Reasoning, Coding, Tool Use, And Retrieval The gallery gives the reasoning and agent chapters primary-paper handles without turning benchmark pages into universal truth. Caption: Reasoning, Coding, Tool Use, And Retrieval
I-0310	603	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	Chapter 22: The Economics of Intelligence on Tap 22. The Economics of Intelligence on Tap The meter changes the business story: intelligence is sold through tokens, tiers, latency, cache rules, and scope caveats. The Meter Appears F22.01 / A-0286-T001 - Figure
I-0310	606	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	The API Turns Intelligence Into Units F22.02 / A-0287-026 - Figure 22.02 - OpenRouter Logo As Routing- Ecosystem Handle OpenRouter logo is used as a small private-edition ecosystem handle for routing-market texture; it does not prove traffic, pricing, reliabil
I-0310	609	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	Inference Rent F22.03 / A-0286-T002 - Figure 22.03 - 2019 Model-Landscape Table The 2019 benchmark/model-landscape table gives the sales-route discussion a GPT-2-era context panel; it is not a live rank, universal quality score, price-quality frontier, or adop
I-0310	612	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	The Subsidy Question F22.04 / A-0286-T003 - Figure 22.04 - 2020 Model-Landscape Table The 2020 benchmark/model-landscape table supplies GPT-3-era context for blocked economics claims; it is not a live rank, universal quality score, price-quality frontier, or a
I-0310	617	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 22 Visual Portfolio These visuals are placed with Chapter 22, The Economics of Intelligence on Tap, so the reader sees the evidence and memory aids beside the argument they serve. VX030 / A-0082 - Chapter 22 token meter Figure 22.1 - The Meter Is Visib
I-0310	618	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX031 / A-0083 - Chapter 22 routing/caching/batching levers Figure 22.2 - Routing, Caching, Batching, Distillation. Visible economic levers can shape serving cost and user-visible pricing. Categories: curated_chart_data_svg_visualization. Source/provenance: so
I-0310	619	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX032 / A-0084 - Chapter 22 subscription/API/bundle map Figure 22.3 - Intelligence Is Sold Through More Than One Door. Subscription, API meter, and enterprise/cloud bundles are separate routes to market. Categories: curated_chart_data_svg_visualization. Source
I-0310	620	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX033 / A-0085 - Chapter 22 margin and ROI blocker grid Figure 22.4 - The Tempting Economics Claims Are Not The Sourced Ones. Visible evidence classes are mapped to blocked revenue, margin, utilization, ROI, and price-quality claims. Categories: curated_chart_
I-0310	621	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 23: Failure Modes, Truth, and Trust 23. Failure Modes, Truth, and Trust Trust is the price of useful fluency, because an answer that sounds finished can still be unsupported, poisoned, or wrong. F23.01 / A-0074 - Figure 23.1 - Failure Modes Are Differe
I-0310	622	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	F23.02 / A-0075 - Figure 23.2 - Trust Is A Stack. Evidence selection, evidence use, authority, evaluation, permission/action, and audit memory form layered controls. Figure 23.2 - Trust Is A Stack. Evidence selection, evidence use, authority, evaluation, permi
I-0310	623	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	F23.03 / A-0076 - Figure 23.3 - Every Evaluation Casts A Shadow. TruthfulQA, Arena preference, SWE-bench, and LiveCodeBench each illuminate a scoped slice and leave blind spots. Figure 23.3 - Every Evaluation Casts A Shadow. TruthfulQA, Arena preference, SWE-b
I-0310	624	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	F23.04 / A-0077 - Figure 23.4 - From Answer To Auditable Claim. Question, retrieval, generation, audit, blocker, record, and publish steps separate fluent output from scoped evidence. Figure 23.4 - From Answer To Auditable Claim. Question, retrieval, generatio
I-0310	634	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_report_page=1	Chapter 23 Visual Portfolio These visuals are placed with Chapter 23, Failure Modes, Truth, and Trust, so the reader sees the evidence and memory aids beside the argument they serve. VX114 / A-0285-030 - Sparks of AGI paper first-page surface source-surface ca
I-0310	635	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX198 / A-0287-063 - Percy Liang completion-layer person_image for private-edition visual acquisition: Percy Liang. Categories: person_image. Source/provenance: https://cs.stanford.edu/~pliang/ Source note: source rights noted; Public-profile page screenshot o
I-0310	639	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 24: Next Token 24. Next Token The ending returns to the mechanism itself: every next token is both a technical act and a human decision about what to ask, build, and believe. F24.01 / A-0108 - Figure 24.1 - From Next Token To Computing Stack. Next-toke
I-0310	640	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	F24.02 / A-0109 - Figure 24.2 - Five Conversion Gates. Prediction-to- interface, interface-to-product, model-to-platform, compute-to- infrastructure, and fluency-to-trust are shown as overlapping pressures. Figure 24.2 - Five Conversion Gates. Prediction-to-in
I-0310	641	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	F24.03 / A-0110 - Figure 24.3 - Unsettled By The Cutoff. Tempting end- of-book claims are paired with the same-scope evidence still required. Figure 24.3 - Unsettled By The Cutoff. Tempting end-of-book claims are paired with the same-scope evidence still requi
I-0310	642	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	F24.04 / A-0111 - Figure 24.4 - Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blockers, and human decision form the closing loop. Figure 24.4 - Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blocke
I-0310	652	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	Chapter 24 Visual Portfolio These visuals are placed with Chapter 24, Next Token, so the reader sees the evidence and memory aids beside the argument they serve. VX067 / A-0284-018 - xAI acquired source_image for private-edition visual layer: xAI. Categories: 
I-0310	653	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX080 / A-0287-008 - Crusoe Cloud completion-layer source_image for private-edition visual acquisition: Crusoe Cloud. Categories: real_photo_screenshot_source_image. Source/provenance: https://crusoe.ai/cloud/ Source note: source rights noted; Screenshot surfa
