pass_id	compressed_cluster_id	use_count	source_ids	claim_ids	cluster_note
I-0267	CL-01106	1	S-0038;S-0134;S-0135		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0134 - Function calling and other API updates (OpenAI; product/API post; primary candidate; accessed 2026-05-25; https://openai.com/blog/function-calling-and-other-api-updates) | S-0135 - ReAct: Synergizing Reasoning and Acting in Language Models (Yao et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0135_react-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00719	1	S-0038;S-0135		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0135 - ReAct: Synergizing Reasoning and Acting in Language Models (Yao et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0135_react-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01109	1	S-0038;S-0135;S-0137		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0135 - ReAct: Synergizing Reasoning and Acting in Language Models (Yao et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0135_react-arxiv-abs.html) | S-0137 - Prompt Injection Attacks Against GPT-3 (Crothers et al.; arXiv abs local capture; primary candidate; accessed 2026-05-25; assets/source_docs/tools_agents/S-0137_prompt-injection-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01113	1	S-0039;S-0065;S-0066		S-0039 - NVIDIA H100 Tensor Core GPU Architecture (NVIDIA; whitepaper; primary; accessed 2026-05-24; https://resources.nvidia.com/en-us-tensor-core/nvidia-tensor-core-gpu-datasheet) | S-0065 - NVIDIA Launches Vera CPU, Purpose-Built for Agentic AI (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-Vera-CPU-Purpose-Built-for-Agentic-AI/default.aspx) | S-0066 - NVIDIA Releases Vera Rubin DSX AI Factory Reference Design and Omniverse DSX Digital Twin Blueprint With Broad Industry Support (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Releases-Vera-Rubin-DSX-AI-Factory-Reference-Design-and-Omniverse-DSX-Digital-Twin-Blueprint-With-Broad-Industry-Support/default.aspx) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00724	1	S-0039;S-0139		S-0039 - NVIDIA H100 Tensor Core GPU Architecture (NVIDIA; whitepaper; primary; accessed 2026-05-24; https://resources.nvidia.com/en-us-tensor-core/nvidia-tensor-core-gpu-datasheet) | S-0139 - NVIDIA Hopper Architecture In-Depth (NVIDIA; technical blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0139_hopper_architecture_blog.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01479	1	S-0040;S-0041;S-0042;S-0043		S-0040 - NVIDIA Blackwell Architecture (NVIDIA; architecture page; primary; accessed 2026-05-24; https://www.nvidia.com/en-us/data-center/technologies/blackwell-architecture/) | S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0042 - The Pile: An 800GB Dataset of Diverse Text for Language Modeling (EleutherAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2101.00027) | S-0043 - tiktoken (OpenAI; repository local capture; primary; accessed 2026-05-26; assets/source_docs/chatgpt_opener/S-0043_tiktoken_github.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00708	1	S-0040;S-0140		S-0040 - NVIDIA Blackwell Architecture (NVIDIA; architecture page; primary; accessed 2026-05-24; https://www.nvidia.com/en-us/data-center/technologies/blackwell-architecture/) | S-0140 - NVIDIA Blackwell Architecture (NVIDIA; architecture page local capture; primary vendor with mutable-page caveat; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0140_blackwell_architecture.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02262	1	S-0041;S-0047;S-0125;S-0126;S-0127;S-0130		S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | S-0125 - OpenAI forms exclusive computing partnership with Microsoft (Microsoft News; official announcement local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0125_ms-openai-2019-computing-partnership.html) | S-0126 - OpenAI, Microsoft build Azure AI supercomputer (Microsoft Source; official feature local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0126_ms-openai-2020-supercomputer.html) | S-0127 - Microsoft teams up with OpenAI to exclusively license GPT-3 language model (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0127_ms-gpt3-exclusive-license.html) | S-0130 - Microsoft and OpenAI extend partnership (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01484	1	S-0041;S-0047;S-0130;S-0133		S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | S-0130 - Microsoft and OpenAI extend partnership (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html) | S-0133 - ChatGPT is now available in Azure OpenAI Service (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02257	1	S-0041;S-0060;S-0061;S-0062;S-0072;S-0133		S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | S-0072 - OpenAI API Docs Pricing (OpenAI; developer documentation; primary; accessed 2026-05-25; https://developers.openai.com/api/docs/pricing) | S-0133 - ChatGPT is now available in Azure OpenAI Service (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02276	1	S-0042;S-0153;S-0154;S-0155;S-0156;S-0157		S-0042 - The Pile: An 800GB Dataset of Diverse Text for Language Modeling (EleutherAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2101.00027) | S-0153 - Neural Machine Translation of Rare Words with Subword Units (Sennrich, Haddow, and Birch; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0153_bpe-rare-words-arxiv-abs.html) | S-0154 - SentencePiece: A simple and language independent subword tokenizer and detokenizer (Kudo and Richardson; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0154_sentencepiece-arxiv-abs.html) | S-0155 - Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (Raffel et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0155_t5-c4-arxiv-abs.html) | S-0156 - Documenting Large Webtext Corpora: A Case Study on the Colossal Clean Crawled Corpus (Dodge et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0156_documenting-c4-arxiv-abs.html) | S-0157 - The Pile: An 800GB Dataset of Diverse Text for Language Modeling (EleutherAI; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0157_pile-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00327	1	S-0043		S-0043 - tiktoken (OpenAI; repository local capture; primary; accessed 2026-05-26; assets/source_docs/chatgpt_opener/S-0043_tiktoken_github.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01104	1	S-0043;S-0153;S-0154		S-0043 - tiktoken (OpenAI; repository local capture; primary; accessed 2026-05-26; assets/source_docs/chatgpt_opener/S-0043_tiktoken_github.html) | S-0153 - Neural Machine Translation of Rare Words with Subword Units (Sennrich, Haddow, and Birch; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0153_bpe-rare-words-arxiv-abs.html) | S-0154 - SentencePiece: A simple and language independent subword tokenizer and detokenizer (Kudo and Richardson; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0154_sentencepiece-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01106	1	S-0044;S-0055;S-0136		S-0044 - ChatGPT plugins (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/chatgpt-plugins) | S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | S-0136 - Toolformer: Language Models Can Teach Themselves to Use Tools (Schick et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0136_toolformer-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00329	1	S-0045		S-0045 - Introducing GPTs (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/introducing-gpts/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01496	1	S-0045;S-0046;S-0055;S-0109		S-0045 - Introducing GPTs (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/introducing-gpts/) | S-0046 - Introducing GPT-4o and more tools to ChatGPT free users (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/gpt-4o-and-more-tools-to-chatgpt-free/) | S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | S-0109 - Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku (Anthropic; product post; primary local HTML asset; accessed 2026-05-25; https://www.anthropic.com/news/3-5-models-and-computer-use) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00330	1	S-0046		S-0046 - Introducing GPT-4o and more tools to ChatGPT free users (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/gpt-4o-and-more-tools-to-chatgpt-free/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01903	1	S-0047;S-0093;S-0094;S-0096;S-0097		S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | S-0093 - Policy: Generative AI (e.g., ChatGPT) is banned (Meta Stack Overflow; institutional policy; primary institutional; accessed 2026-05-25; https://meta.stackoverflow.com/questions/421831/policy-generative-ai-e-g-chatgpt-is-banned) | S-0094 - NYC education department blocks ChatGPT on school devices, networks (Chalkbeat; New York education reporting; secondary; accessed 2026-05-25; https://www.chalkbeat.org/newyork/2023/1/3/23537987/nyc-schools-ban-chatgpt-writing-artificial-intelligence/) | S-0096 - ChatGPT banned by Seattle schools - for now (Axios Seattle; local news article; secondary; accessed 2026-05-25; https://www.axios.com/local/seattle/2023/01/24/chatgpt-banned-seattle-schools-artificial-intelligence) | S-0097 - JPMorgan restricts staff from using ChatGPT (Axios; workplace/business news article; secondary; accessed 2026-05-25; https://www.axios.com/2023/02/22/chatgpt-jpmorgan-chase-restricts-ai) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01101	1	S-0047;S-0131;S-0133		S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | S-0131 - Introducing Microsoft 365 Copilot: your copilot for work (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0131_microsoft-365-copilot-intro.html) | S-0133 - ChatGPT is now available in Azure OpenAI Service (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00333	1	S-0049		S-0049 - Best practices for Claude Code (Anthropic; documentation; primary; accessed 2026-05-24; https://code.claude.com/docs/en/best-practices) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00326	1	S-0051		S-0051 - Claude Code common workflows (Anthropic; documentation; primary; accessed 2026-05-24; https://docs.anthropic.com/en/docs/claude-code/common-workflows) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01102	1	S-0052;S-0053;S-0054		S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0053 - Competitive programming with AlphaCode (Google DeepMind; research post; primary; accessed 2026-05-24; https://deepmind.google/blog/competitive-programming-with-alphacode) | S-0054 - Introducing Codex (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/introducing-codex/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00715	1	S-0052;S-0054		S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0054 - Introducing Codex (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/introducing-codex/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01100	1	S-0052;S-0070;S-0071		S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/) | S-0071 - GPT-3 powers the next generation of apps (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/gpt-3-apps) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01098	1	S-0052;S-0070;S-0132		S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/) | S-0132 - Introducing GitHub Copilot: your AI pair programmer (GitHub; official product post local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00328	1	S-0053		S-0053 - Competitive programming with AlphaCode (Google DeepMind; research post; primary; accessed 2026-05-24; https://deepmind.google/blog/competitive-programming-with-alphacode) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00329	1	S-0054		S-0054 - Introducing Codex (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/introducing-codex/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00719	1	S-0055;S-0109		S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | S-0109 - Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku (Anthropic; product post; primary local HTML asset; accessed 2026-05-25; https://www.anthropic.com/news/3-5-models-and-computer-use) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00326	1	S-0060		S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00712	1	S-0060;S-0061		S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01874	1	S-0060;S-0061;S-0062;S-0063;S-0080		S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | S-0063 - Mistral Docs: Models (Mistral AI; documentation; primary; accessed 2026-05-24; https://docs.mistral.ai/models) | S-0080 - Arena Leaderboard Dataset (lmarena-ai; Hugging Face historical dataset; primary; accessed 2026-05-25; https://huggingface.co/datasets/lmarena-ai/leaderboard-dataset) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02257	1	S-0060;S-0061;S-0062;S-0072;S-0131;S-0133		S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | S-0072 - OpenAI API Docs Pricing (OpenAI; developer documentation; primary; accessed 2026-05-25; https://developers.openai.com/api/docs/pricing) | S-0131 - Introducing Microsoft 365 Copilot: your copilot for work (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0131_microsoft-365-copilot-intro.html) | S-0133 - ChatGPT is now available in Azure OpenAI Service (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01880	1	S-0060;S-0063;S-0064;S-0128;S-0134		S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0063 - Mistral Docs: Models (Mistral AI; documentation; primary; accessed 2026-05-24; https://docs.mistral.ai/models) | S-0064 - GTC 2026 News (NVIDIA; newsroom press kit; primary; accessed 2026-05-24; https://nvidianews.nvidia.com/online-press-kit/gtc-2026-news) | S-0128 - OpenAI licenses GPT-3 technology to Microsoft (OpenAI; official post capture failed; candidate primary; accessed 2026-05-25; https://openai.com/index/openai-licenses-gpt-3-technology-to-microsoft/) | S-0134 - Function calling and other API updates (OpenAI; product/API post; primary candidate; accessed 2026-05-25; https://openai.com/blog/function-calling-and-other-api-updates) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00327	1	S-0061		S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00712	1	S-0070;S-0132		S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/) | S-0132 - Introducing GitHub Copilot: your AI pair programmer (GitHub; official product post local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00328	1	S-0071		S-0071 - GPT-3 powers the next generation of apps (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/gpt-3-apps) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00330	1	S-0073		S-0073 - Deep reinforcement learning from human preferences (Christiano et al.; paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1706.03741) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01117	1	S-0075;S-0076;S-0077		S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00335	1	S-0078		S-0078 - Introducing ChatGPT Plus (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/blog/chatgpt-plus) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00336	1	S-0079		S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00732	1	S-0079;S-0089		S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/) | S-0089 - ChatGPT Release Notes (OpenAI Help Center; release notes; primary official alternate; accessed 2026-05-25; https://help.openai.com/en/articles/6825453-chatgpt-release-notes) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01901	1	S-0083;S-0084;S-0085;S-0086;S-0087		S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai) | S-0084 - 2024 United States Data Center Energy Usage Report (Lawrence Berkeley National Laboratory; report; primary; accessed 2026-05-25; https://eta.lbl.gov/publications/2024-lbnl-data-center-energy-usage-report) | S-0085 - DOE Releases New Report Evaluating Increase in Electricity Demand from Data Centers (U.S. Department of Energy; press release; primary; accessed 2026-05-25; https://www.energy.gov/articles/doe-releases-new-report-evaluating-increase-electricity-demand-data-centers) | S-0086 - Powering Intelligence: Analyzing Artificial Intelligence and Data Center Energy Consumption (Electric Power Research Institute; white paper; primary; accessed 2026-05-25; https://restservice.epri.com/publicdownload/000000003002028905/0/Product) | S-0087 - Recommendations on Powering Artificial Intelligence and Data Center Infrastructure (U.S. Secretary of Energy Advisory Board; report; primary; accessed 2026-05-25; https://www.energy.gov/sites/default/files/2024-08/Powering%20AI%20and%20Data%20Center%20Infrastructure%20Recommendations%20July%202024.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02688	1	S-0083;S-0084;S-0085;S-0088;S-0175;S-0176;S-0177		S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai) | S-0084 - 2024 United States Data Center Energy Usage Report (Lawrence Berkeley National Laboratory; report; primary; accessed 2026-05-25; https://eta.lbl.gov/publications/2024-lbnl-data-center-energy-usage-report) | S-0085 - DOE Releases New Report Evaluating Increase in Electricity Demand from Data Centers (U.S. Department of Energy; press release; primary; accessed 2026-05-25; https://www.energy.gov/articles/doe-releases-new-report-evaluating-increase-electricity-demand-data-centers) | S-0088 - Uptime Institute Global Data Center Survey 2025 (Uptime Institute; industry survey; secondary; accessed 2026-05-25; https://intelligence.uptimeinstitute.com/index.php/resource/uptime-institute-global-data-center-survey-2025) | S-0175 - High-Performance Computing Data Center Warm-Water Liquid Cooling (National Laboratory of the Rockies / U.S. Department of Energy; data-center cooling source/photo candidate; primary government/lab page; accessed 2026-05-26; https://www.nlr.gov/computational-science/warm-water-liquid-cooling) | S-0176 - Wireless Sensor Networks for Data Centers (U.S. Department of Energy / FEMP; data-center interior/photo source candidate; primary government page; accessed 2026-05-26; https://www.energy.gov/cmei/femp/wireless-sensor-networks-data-centers) | S-0177 - Research Facilities (NREL / U.S. Department of Energy; facility exterior/photo source candidate; primary government/lab page; accessed 2026-05-26; https://www.nrel.gov/research/partnering-facilities) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01509	1	S-0083;S-0084;S-0086;S-0087		S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai) | S-0084 - 2024 United States Data Center Energy Usage Report (Lawrence Berkeley National Laboratory; report; primary; accessed 2026-05-25; https://eta.lbl.gov/publications/2024-lbnl-data-center-energy-usage-report) | S-0086 - Powering Intelligence: Analyzing Artificial Intelligence and Data Center Energy Consumption (Electric Power Research Institute; white paper; primary; accessed 2026-05-25; https://restservice.epri.com/publicdownload/000000003002028905/0/Product) | S-0087 - Recommendations on Powering Artificial Intelligence and Data Center Infrastructure (U.S. Secretary of Energy Advisory Board; report; primary; accessed 2026-05-25; https://www.energy.gov/sites/default/files/2024-08/Powering%20AI%20and%20Data%20Center%20Infrastructure%20Recommendations%20July%202024.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
