pass_id	inventory_id	visual_family	visual_category	asset_id	title	pdf_page_i0302	pdf_page_i0310	page_shift_i0310_vs_i0302	mapping_method_i0302	mapping_method_i0310	mapping_evidence_i0310	status
I-0310	FI-0472	chart_data_svg_atlas	svg_diagram	A-0073	Figure 14.3 - Training vs Inference: Two Capacity Problems. Training runs and inference services stress the same GPU stack in different ways.	662	352	-310	board_title	asset_id	A-0073	mapped
I-0310	FI-0473	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-022	Inference compute is a roadmap argument	662	404	-258	board_title	asset_id	A-0260-022	mapped
I-0310	FI-0474	chart_data_svg_atlas	svg_claim_card	A-0026	Generated GTC page 46 Vera Rubin partner card	662	390	-272	board_title	asset_id	A-0026	mapped
I-0310	FI-0475	chart_data_svg_atlas	svg_diagram	A-0074	Figure 23.1 - Failure Modes Are Different Claims. Hallucination/truth, sycophancy, adversarial, proxy, evidence, and measurement failures are separate evidence lanes.	662	621	-41	board_title	asset_id	A-0074	mapped
I-0310	FI-0476	chart_data_svg_atlas	svg_diagram	A-0111	Figure 24.4 - Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blockers, and human decision form the closing loop.	662	642	-20	board_title	asset_id	A-0111	mapped
I-0310	FI-0477	chart_data_svg_atlas	svg_claim_card	A-0027	Generated GTC page 49 system comparison card	662	390	-272	board_title	asset_id	A-0027	mapped
I-0310	FI-0478	chart_data_svg_atlas	svg_diagram	A-0080	Generated Chapter 21 inference-contract matrix	662	599	-63	board_title	asset_id	A-0080	mapped
I-0310	FI-0479	chart_data_svg_atlas	svg_diagram	A-0089	Generated Chapter 9 benchmark/adoption blocker grid	662	209	-453	board_title	asset_id	A-0089	mapped
I-0310	FI-0480	chart_data_svg_atlas	svg_diagram	A-0113	Generated Chapter 10 adopter burden transfer diagram	662	239	-423	board_title	asset_id	A-0113	mapped
I-0310	FI-0481	chart_data_svg_atlas	svg_diagram	A-0058	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	665	176	-489	board_title	asset_id	A-0058	mapped
I-0310	FI-0482	chart_data_svg_atlas	svg_diagram	A-0015	Figure 16.1 - Power To Token Flow. Sourced Chapter 16 flow diagram tracing electricity demand, grid interconnection, facility cooling, accelerators, inference scheduling, and token output with caveat bands.	665	435	-230	board_title	asset_id	A-0015	mapped
I-0310	FI-0483	chart_data_svg_atlas	svg_diagram	A-0020	Figure 16.2 - Data-Centre Load Scenarios. IEA, LBNL, and DOE rows show measured/current estimates separately from forecast and scenario ranges for global and U.S. data-centre electricity demand.	665	437	-228	board_title	asset_id	A-0020	mapped
I-0310	FI-0484	chart_data_svg_atlas	svg_diagram	A-0023	Figure 16.5 - Clean Procurement Is Not Physical Supply. IEA supply-mix projection language and DOE-SEAB flexibility categories support a distinction between corporate contracts/certificates and the electricity physically serving a site at a given hour.	665	283	-382	board_title	asset_id	A-0023	mapped
I-0310	FI-0485	chart_data_svg_atlas	svg_diagram	A-0022	Generated Chapter 16 cooling and rack-density note	665	447	-218	board_title	asset_id	A-0022	mapped
I-0310	FI-0486	chart_data_svg_atlas	svg_diagram	A-0057	Generated Chapter 8 cloud-to-product flywheel	665	184	-481	board_title	asset_id	A-0057	mapped
I-0310	FI-0487	chart_data_svg_atlas	svg_diagram	A-0078	Generated Chapter 21 train-time versus test-time compute axes	665	597	-68	board_title	asset_id	A-0078	mapped
I-0310	FI-0488	chart_data_svg_atlas	svg_diagram	A-0088	Generated Chapter 9 Gemini long-context lane	665	208	-457	board_title	asset_id	A-0088	mapped
I-0310	FI-0489	chart_data_svg_atlas	svg_diagram	A-0091	Generated Chapter 19 editor-to-repository workflow	665	531	-134	board_title	asset_id	A-0091	mapped
I-0310	FI-0490	chart_data_svg_atlas	svg_diagram	A-0114	Generated Chapter 10 Llama screenshot-priority board	665	240	-425	board_title	asset_id	A-0114	mapped
I-0310	FI-0491	chart_data_svg_atlas	svg_diagram	A-0095	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	667	290	-377	board_title	asset_id	A-0095	mapped
I-0310	FI-0492	chart_data_svg_atlas	svg_diagram	A-0096	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	667	295	-372	board_title	asset_id	A-0096	mapped
I-0310	FI-0493	chart_data_svg_atlas	svg_diagram	A-0076	Figure 23.3 - Every Evaluation Casts A Shadow. TruthfulQA, Arena preference, SWE-bench, and LiveCodeBench each illuminate a scoped slice and leave blind spots.	667	623	-44	board_title	asset_id	A-0076	mapped
I-0310	FI-0494	chart_data_svg_atlas	svg_diagram	A-0002	Generated visual grammar prototype	667	483	-184	board_title	asset_id	A-0002	mapped
I-0310	FI-0495	chart_data_svg_atlas	svg_diagram	A-0010	Generated GPT lineage visual table	667	104	-563	board_title	asset_id	A-0010	mapped
I-0310	FI-0496	chart_data_svg_atlas	svg_diagram	A-0032	Generated Chapter 20 coding-agent harness loop	667	557	-110	board_title	asset_id	A-0032	mapped
I-0310	FI-0497	chart_data_svg_atlas	svg_diagram	A-0033	Generated Chapter 20 coding benchmark caveat matrix	667	558	-109	board_title	asset_id	A-0033	mapped
I-0310	FI-0498	chart_data_svg_atlas	svg_diagram	A-0034	Generated Chapter 20 tool-call lifecycle	667	559	-108	board_title	asset_id	A-0034	mapped
I-0310	FI-0499	chart_data_svg_atlas	svg_diagram	A-0079	Generated Chapter 21 verifier/search loop	667	598	-69	board_title	asset_id	A-0079	mapped
I-0310	FI-0500	chart_data_svg_atlas	svg_diagram	A-0090	Generated Chapter 19 code-as-language ladder	667	530	-137	board_title	asset_id	A-0090	mapped
I-0310	FI-0501	chart_data_svg_atlas	svg_diagram	A-0059	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	669	179	-490	board_title	asset_id	A-0059	mapped
I-0310	FI-0502	chart_data_svg_atlas	benchmark_model_landscape_table	A-0286-T003	Figure 22.04 - 2020 Model-Landscape Table	669	612	-57	board_title	asset_id	A-0286-T003	mapped
I-0310	FI-0503	chart_data_svg_atlas	svg_diagram	A-0077	Figure 23.4 - From Answer To Auditable Claim. Question, retrieval, generation, audit, blocker, record, and publish steps separate fluent output from scoped evidence.	669	624	-45	board_title	asset_id	A-0077	mapped
I-0310	FI-0504	chart_data_svg_atlas	svg_diagram	A-0108	Figure 24.1 - From Next Token To Computing Stack. Next-token prediction is surrounded by data, architecture, training, products, tools, infrastructure, economics, and trust.	669	639	-30	board_title	asset_id	A-0108	mapped
I-0310	FI-0505	chart_data_svg_atlas	svg_diagram	A-0003	Generated visual grammar prototype	669	80	-589	board_title	asset_id	A-0003	mapped
I-0310	FI-0506	chart_data_svg_atlas	svg_diagram	A-0030	Generated Llama family open-weight map	669	237	-432	board_title	asset_id	A-0030	mapped
I-0310	FI-0507	chart_data_svg_atlas	svg_diagram	A-0082	Generated Chapter 22 token meter	669	617	-52	board_title	asset_id	A-0082	mapped
I-0310	FI-0508	chart_data_svg_atlas	svg_diagram	A-0083	Generated Chapter 22 routing/caching/batching levers	669	618	-51	board_title	asset_id	A-0083	mapped
I-0310	FI-0509	chart_data_svg_atlas	svg_diagram	A-0084	Generated Chapter 22 subscription/API/bundle map	669	619	-50	board_title	asset_id	A-0084	mapped
I-0310	FI-0510	chart_data_svg_atlas	svg_diagram	A-0085	Generated Chapter 22 margin and ROI blocker grid	669	620	-49	board_title	asset_id	A-0085	mapped
I-0310	FI-0511	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-001	Paid access became a product surface	671	146	-525	board_title	asset_id	A-0260-001	mapped
I-0310	FI-0512	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-002	Enterprise ChatGPT added workplace controls	671	149	-522	board_title	asset_id	A-0260-002	mapped
I-0310	FI-0513	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-003	Release notes are product archaeology	671	153	-518	board_title	asset_id	A-0260-003	mapped
I-0310	FI-0514	chart_data_svg_atlas	svg_diagram	A-0097	Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safety evidence at the same scope.	671	300	-371	board_title	asset_id	A-0097	mapped
I-0310	FI-0515	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-017	Computer use was a product announcement	671	297	-374	board_title	asset_id	A-0260-017	mapped
I-0310	FI-0516	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-018	Claude is a model-family product surface	671	298	-373	board_title	asset_id	A-0260-018	mapped
I-0310	FI-0517	chart_data_svg_atlas	svg_repair_source_card	A-0261-001	Lithography Texture Becomes Packaging Logic	671	356	-315	board_title	asset_id	A-0261-001	mapped
I-0310	FI-0518	chart_data_svg_atlas	svg_repair_source_card	A-0261-002	Cleanrooms Are Too Weak Without Rights	671	358	-313	board_title	asset_id	A-0261-002	mapped
I-0310	FI-0519	chart_data_svg_atlas	svg_claim_card	A-0029	Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-design and AI factory platform framing.	671	390	-281	board_title	asset_id	A-0029	mapped
I-0310	FI-0520	chart_data_svg_atlas	svg_diagram	A-0021	Figure 16.3 - The Interconnection Queue. EPRI and DOE-SEAB evidence can show facility-scale requests and one-to-three-year grid lead-time pressure, but not a complete project-level delay database.	671	283	-388	board_title	asset_id	A-0021	mapped
I-0310	FI-0521	chart_data_svg_atlas	svg_diagram	A-0070	Figure 1.3 - Local Alarms: First Institutional Response Chronology. Stack Overflow, NYC schools, Seattle schools, and JPMorgan become named local-control examples.	674	14	-660	board_title	asset_id	A-0070	mapped
I-0310	FI-0522	chart_data_svg_atlas	svg_diagram	A-0056	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	674	169	-505	board_title	asset_id	A-0056	mapped
I-0310	FI-0523	chart_data_svg_atlas	svg_diagram	A-0071	Figure 14.1 - CUDA Stack: The Moat Under The Moat. Frameworks, libraries, CUDA programming model, runtime, accelerators, and cloud operations form one stack.	674	348	-326	board_title	asset_id	A-0071	mapped
I-0310	FI-0524	chart_data_svg_atlas	svg_diagram	A-0067	Figure 17.4 - Memorization and Contamination Blocker Map. Duplication, benchmark contamination, memorization, extraction, and blocker families are separated.	674	468	-206	board_title	asset_id	A-0067	mapped
I-0310	FI-0525	chart_data_svg_atlas	svg_diagram	A-0001	Generated visual grammar prototype	674	482	-192	board_title	asset_id	A-0001	mapped
I-0310	FI-0526	chart_data_svg_atlas	svg_diagram	A-0012	Generated AI factory stack visual	674	390	-284	board_title	asset_id	A-0012	mapped
I-0310	FI-0527	chart_data_svg_atlas	svg_layout_mock	A-0017	Generated Chapter 16 N16-1 note layout mock	674	458	-216	board_title	asset_id	A-0017	mapped
I-0310	FI-0528	chart_data_svg_atlas	svg_layout_mock	A-0018	Generated Chapter 16 parent inline-cue render	674	459	-215	board_title	asset_id	A-0018	mapped
I-0310	FI-0529	chart_data_svg_atlas	svg_diagram	A-0019	Generated price-quality exclusion map	674	319	-355	board_title	asset_id	A-0019	mapped
I-0310	FI-0530	chart_data_svg_atlas	svg_diagram	A-0031	Generated China open-model source-permission map	674	275	-399	board_title	asset_id	A-0031	mapped
