id	status	idea	dimension	expected_metric	evidence_hypothesis
I-0189	done	Create a source-excerpt card design and acquisition package: identify 20-30 short source excerpts from canonical papers, system cards, launch posts, GTC slides, benchmark docs, and infrastructure reports that can become typographic exhibit cards with quote limits and provenance.	visual+sourcing	source texture + quote discipline	Done in data/source_excerpt_card_candidates_i0189.tsv, data/source_excerpt_card_design_contract_i0189.tsv, data/source_excerpt_card_gap_register_i0189.tsv, and manuscript/source-excerpt-card-design-acquisition-i0189.md; the package defines 28 quote-disciplined source-card candidates, a 10-rule design contract, and a 10-gap blocker register without counting planned cards as final assets.
I-0190	done	Create a canonical paper figure redraw shortlist: choose 20-25 paper figures or tables that should be redrawn in the book's house style, including Transformer, scaling laws, RLHF, Constitutional AI, SWE-bench, DeepSeek-R1, data/corpus, and tool-use papers.	visual planning	technical visual authority + rights safety	Done in data/canonical_paper_redraw_shortlist_i0190.tsv, data/canonical_paper_redraw_execution_order_i0190.tsv, and manuscript/canonical-paper-figure-redraw-shortlist-i0190.md; the pass selected 25 canonical paper figure/table candidates, marked 10 redraw-now items, and separated later redraw, source-card, and cite-only rows with provenance and blocked-claim requirements.
I-0191	done	Create a chip/fab/power/photo shortlist for the 100-exhibit program: rank ASML, TSMC, HBM, GPU racks, accelerator packages, substations, gas turbines, batteries, nuclear, datacenter exteriors, and satellite candidates by chapter value and rights feasibility.	visual+sourcing	physical texture + industrial drama	Done in data/chip_fab_power_photo_shortlist_i0191.tsv, data/chip_fab_power_photo_choose_drop_i0191.tsv, and manuscript/chip-fab-power-photo-shortlist-i0191.md; the pass ranked 20 chip/fab/power/photo candidates, chose synthesis redraws before risky photos, and separated license-clean photo candidates from source-card, reserve, drop, and named-site-blocked lanes.
I-0192	done	Create a GTC-2026 exhibit expansion board: beyond current product slides, rank the top 15 thesis charts, economics/AI-factory diagrams, roadmap visuals, and source-screenshot candidates, with final choose/drop reasons.	visual audit	GTC exhibit quality + special-moment capture	Done in data/gtc_2026_exhibit_expansion_board_i0192.tsv, data/gtc_2026_exhibit_choose_drop_i0192.tsv, and manuscript/gtc-2026-exhibit-expansion-board-i0192.md; the pass ranked 15 GTC thesis/economics/roadmap/source surfaces, chose a four-surface core sequence, reserved unsafe economics charts for mining, and dropped benchmark/physical-AI drift rows.
I-0193	done	Create a product/interface exhibit shortlist: choose 20-25 screenshots from ChatGPT, Claude, Claude Code, Gemini, Copilot, Cursor-style IDEs, APIs, plugins/tools, model cards, pricing pages, and benchmark pages, with strict non-adoption captions.	visual+sourcing	interface history + reader immediacy	Done in data/product_interface_exhibit_shortlist_i0193.tsv, data/product_interface_exhibit_choose_drop_i0193.tsv, and manuscript/product-interface-exhibit-shortlist-i0193.md; ranked 24 candidates and set strict non-adoption, non-revenue, non-productivity, non-rank caption gates.
I-0194	done	Create a benchmark/source-surface exhibit shortlist: select 10-15 benchmark and leaderboard source exhibits that teach evaluation history, scaffold caveats, and rank uncertainty without becoming live model crowns.	visual+sourcing	evaluation literacy + claim control	Done in data/benchmark_source_surface_exhibit_shortlist_i0194.tsv, data/benchmark_source_surface_choose_drop_i0194.tsv, and manuscript/benchmark-source-surface-exhibit-shortlist-i0194.md; ranked 15 benchmark/source-surface candidates and set no-live-crown caption gates.
I-0195	done	Create a data/corpus/source exhibit shortlist: select 10-15 tokenizer, dataset, crawl, filter, deduplication, contamination, long-context, and synthetic-data exhibits from papers, docs, and source pages, with legal/proprietary-corpus blockers.	visual+sourcing	data supply-chain texture	Done in data/data_corpus_source_exhibit_shortlist_i0195.tsv, data/data_corpus_source_choose_drop_i0195.tsv, and manuscript/data-corpus-source-exhibit-shortlist-i0195.md; ranked 15 corpus/source candidates and set closed-corpus, legal, exact-share, tokenizer-economics, leakage-prevalence, and solved-memory blockers.
I-0196	done	Create the 100-exhibit readiness dashboard: track selected, rights-ready, redraw-needed, screenshot-needed, blocked, dropped, and chapter-placed exhibit counts, with a burn-down path to final layout.	visual audit	final exhibit management	Done in data/exhibit_readiness_dashboard_i0196.tsv, data/exhibit_readiness_chapter_dashboard_i0196.tsv, data/exhibit_readiness_burndown_i0196.tsv, and manuscript/exhibit-readiness-dashboard-i0196.md; measured selected, chapter-placed, rights-ready, capture-needed, rights-review, blocked/non-ready, reserve, dropped, redraw, and chapter-balance counts.
I-0183	done	Create a source-download automation/provenance script plan for papers, PDFs, web snapshots, decks, and screenshots: directory conventions, hash fields, access dates, robots/rights notes, large-file gitignore rules, and TSV ledger updates.	tooling+sourcing	repeatable acquisition + provenance reliability	Done in data/source_download_automation_plan_i0183.tsv, data/source_download_capture_queue_i0183.tsv, data/source_download_gitignore_audit_i0183.tsv, and manuscript/source-download-automation-provenance-plan-i0183.md; defined typed capture workflows, queue fields, hash/rights requirements, ledger updates, gitignore safety, and blocked-capture handling.
I-0184	done	Create a GTC-2026 PDF chart-mining pass: inspect every page of GTC-2026-Keynote.pdf, identify the 10-20 most important non-product charts/diagrams, especially the single strongest thesis chart, and record page numbers, screenshot candidates, captions, and blocked claims.	source+visual acquisition	GTC thesis charts + page provenance	Done in data/gtc_2026_page_scan_i0184.tsv, data/gtc_2026_chart_mining_i0184.tsv, and manuscript/gtc-2026-chart-mining-i0184.md; all 76 pages scanned, 18 candidates ranked, page 29 confirmed as thesis surface, and unsafe economics/benchmark pages quarantined.
I-0185	done	Create a GTC-2026 source-screenshot extraction pass for the top 3-5 mined charts: render selected pages, create private-use screenshot slots or lightweight redraw plans, hash local rasters, and update assets_manifest without committing heavyweight images.	visual+sourcing	GTC chart execution + rights discipline	Done in data/gtc_2026_source_screenshot_extraction_i0185.tsv, data/gtc_2026_rendered_pages.tsv, assets_manifest.tsv, and manuscript/gtc-2026-source-screenshot-extraction-i0185.md; five top surfaces are tied to hashes/caption firewalls and page 32 was newly rendered as ignored private-use raster A-0145.
I-0186	done	Create a Chapter 15 GTC chart integration audit: decide which GTC screenshots, slide-derived diagrams, and redraws belong in the NVIDIA chapter versus Chapter 16 infrastructure, pruning duplicate product slides and prioritizing the strongest chart/story sequence.	visual audit	GTC narrative force + duplicate pruning	Done in data/chapter15_gtc_integration_audit_i0186.tsv, data/chapter15_gtc_duplicate_pruning_i0186.tsv, manuscript/chapter15-gtc-chart-integration-audit-i0186.md, and Chapter 15 visual-sequence notes; primary sequence is A-0024, A-0012, A-0027, A-0028 if space, and A-0029, with A-0025/A-0026/A-0145 and raw slide renders reserved.
I-0197	done	Build the visual-readiness 99 roadmap: convert the I-0196 dashboard into a 40-pass burn-down plan with exact targets for selected, publication-ready, rights-cleared, chapter-balanced, captioned, and rendered exhibits.	visual strategy	visual ambition 99 + publication readiness path	Done in data/visual_readiness_99_roadmap_i0197.tsv, data/visual_readiness_99_gates_i0197.tsv, and manuscript/visual-readiness-99-runway-i0197.md; roadmap defines I-0197 through I-0236 targets, readiness gates, evidence requirements, and fail conditions without count inflation.
I-0198	done	Implement the source-capture queue schema from I-0183 as lightweight TSV templates and directory conventions for screenshots, PDFs, source cards, hashes, rights notes, and failure records.	tooling+sourcing	repeatable capture execution	Done in data/capture_templates/, data/capture_queues/, data/capture_logs/, data/rights_reviews/, data/manifest_sync/, data/source_snapshots/README.md, assets/private_use_screenshots/README.md, assets/source_media/README.md, and manuscript/source-capture-queue-schema-i0198.md; no heavyweight media captured or committed.
I-0199	blocked	Execute a private-source screenshot capture pilot for 5 product/interface exhibits from the I-0193 shortlist, recording access dates, hashes, captions, rights notes, and non-adoption claim warnings.	visual+sourcing	interface exhibit readiness	Blocked in data/capture_queues/i0199_product_interface_queue.tsv and data/capture_logs/i0199_product_interface_failure_records.tsv: Browser backend iab was unavailable, no local Playwright/Selenium/pyppeteer/PIL/browser executable fallback existed, five capture notes were hashed, and no screenshot rasters, source HTML hashes, rights clearance, or manifest-ready assets were produced.
I-0200	blocked	Execute a second product/interface screenshot batch for frontier model pages and model cards: prioritize ChatGPT, Claude, Gemini, Llama, Qwen, DeepSeek, and benchmark-adjacent pages with stable cutoff-safe captions.	visual+sourcing	interface history + claim control	Blocked in data/capture_queues/i0200_frontier_model_pages_queue.tsv and data/capture_logs/i0200_frontier_model_pages_failure_records.tsv: Browser backend iab was unavailable again, no local Playwright/Selenium/pyppeteer/PIL/browser executable fallback existed, seven capture notes were hashed, and no screenshot rasters, source HTML hashes, rights clearance, or manifest-ready assets were produced.
I-0201	done	Execute a coding-agent screenshot/source-surface batch for Chapter 20: Claude Code, SWE-bench, terminal/IDE agent loops, repo/harness pages, and permission-safe source cards.	visual+sourcing	coding-agent visual authority	Promoted source-card readiness in data/chapter20_coding_agent_source_cards_i0201.tsv: seven local HTML source surfaces for Claude Code, SWE-bench, and LiveCodeBench now have hash, treatment, rights-review, and claim-firewall rows; raster screenshots remain blocked until browser/runtime preflight passes.
I-0202	done	Execute a benchmark-page screenshot/source-card batch for the I-0194 shortlist, capturing stable pages or designing quote-safe cards for SWE-bench, LMSYS/LM Arena, MMLU-era, and reasoning/evaluation surfaces.	visual+sourcing	evaluation literacy + exhibit readiness	Promoted benchmark source-card readiness in data/benchmark_source_cards_i0202.tsv and data/benchmark_caption_contract_i0202.tsv: Arena/LMArena, SWE-bench, LiveCodeBench, Terminal-Bench, MMLU, GPQA, MATH, TruthfulQA, and HumanEval now have quote-safe card contracts, rights rows, required fields, and blockers; screenshot capture remains blocked.
I-0203	done	Execute a data/corpus source-surface batch for the I-0195 shortlist: tokenizer pages, Common Crawl/C4, The Pile/Dolma/FineWeb, deduplication, contamination, and provenance caution exhibits.	visual+sourcing	data-supply-chain exhibit readiness	Done in data/data_corpus_source_cards_i0203.tsv, data/data_corpus_caption_contract_i0203.tsv, data/rights_reviews/i0203_data_corpus_source_card_rights.tsv, and manuscript/data-corpus-source-surface-batch-i0203.md; promoted eight source-card contracts with local hashes where available and blockers for closed-corpus composition, legality, representativeness, quality rank, tokenizer economics, leakage prevalence, and solved-memory claims.
I-0204	done	Execute the first canonical paper redraw batch: Transformer architecture, attention, scaling laws, GPT lineage, and RLHF pipeline in the house visual grammar with page refs and source ledger links.	visual production	technical visual authority	Done in assets/visual_system/canonical-transformer-architecture-redraw-i0204.svg, assets/visual_system/canonical-scaling-law-redraw-i0204.svg, assets/visual_system/canonical-compute-optimal-balance-redraw-i0204.svg, data/canonical_paper_redraw_batch_i0204.tsv, data/canonical_paper_redraw_rights_i0204.tsv, and manuscript/canonical-paper-redraw-batch-i0204.md; existing A-0010 GPT lineage and A-0011 RLHF pipeline were audited into the batch, with page-ref/numeric-extraction blockers preserved.
I-0205	done	Execute the second canonical paper redraw batch: Constitutional AI, tool use, retrieval, SWE-bench, agent scaffolds, and reasoning/test-time compute diagrams.	visual production	agent/reasoning visual authority	Done in assets/visual_system/canonical-toolformer-tool-use-redraw-i0205.svg, assets/visual_system/canonical-react-agent-loop-redraw-i0205.svg, assets/visual_system/canonical-code-benchmark-contract-redraw-i0205.svg, assets/visual_system/canonical-deepseek-r1-reasoning-redraw-i0205.svg, data/canonical_paper_redraw_batch_i0205.tsv, data/canonical_paper_redraw_rights_i0205.tsv, and manuscript/canonical-paper-redraw-batch-i0205.md; existing A-0094 Constitutional AI and A-0060 RAG visuals were audited into the batch.
I-0206	done	Execute the third canonical paper redraw batch for data and open models: deduplication, contamination, dataset mixture cautions, open-weight family tree, and model-card comparison surfaces.	visual production	data/open-frontier visual authority	Done in assets/visual_system/canonical-tokenization-boundary-redraw-i0206.svg, assets/visual_system/canonical-dedup-contamination-redraw-i0206.svg, assets/visual_system/canonical-model-card-comparison-redraw-i0206.svg, data/canonical_paper_redraw_batch_i0206.tsv, data/canonical_paper_redraw_rights_i0206.tsv, and manuscript/canonical-paper-redraw-batch-i0206.md; existing A-0066, A-0067, A-0030, and A-0031 were audited into the batch.
I-0207	done	Create a rights-clean industrial photo package: verify exact license/attribution/use notes for ASML, TSMC, HBM, GPU racks, substations, cooling, gas turbines, and datacenter exterior candidates.	visual rights	photo readiness + industrial texture	The book can beat competitors visually only if the industrial texture is both dramatic and rights-clean; this pass should move selected photo candidates from hope to usable status.
I-0208	done	Create a no-photo-risk industrial synthesis package: replace risky physical photos with original SVG/photo-derived schematic alternatives for fabs, datacenters, power chains, racks, and chip packaging where rights remain uncertain.	visual production	rights-safe physical beauty	If photo rights block publication, the book still needs beautiful industrial presence; this pass should design substitute visuals that remain truthful and elegant.
I-0209	done	Create a Chapter 2-5 early-technical exhibit fill pass: add or replace roughly 8 exhibits so embeddings, attention, Transformers, and scaling chapters each reach the 3-4 strong-candidate floor.	visual balance	early chapter floor closure	I-0196 found an early-chapter floor gap; this pass should correct the book's front-half visual imbalance before adding more late-stage AI-company material.
I-0210	done	Create real-world image acquisition wave 1: download and locally keep up to 50 diverse source-media items across Jensen/NVIDIA, Google/DeepMind, DeepSeek, OpenAI, Anthropic, Meta, Microsoft, ASML/EUV machines, TSMC/fabs, HBM/packaging, data centers, GPU racks, substations, turbines, cooling, product interfaces, PDFs, HTML pages, NVIDIA GTC presentation pages, DeepSeek paper/report screenshots, annual-report pages, docs, and source screenshots, with provenance/hash/rights/use/quality/diversity/story-fit/blocker ledgers and no heavyweight Git commit by default.	visual acquisition	50-image real-world substrate + quality/diversity provenance	Done in assets/source_media/i0210_wave1 with ignored local media: 30 attempted downloads, 16 retained source-media files, 5 Commons/physical images, 9 official HTML source surfaces, and 2 DeepSeek arXiv PDFs; data/capture_logs/i0210_real_world_media_download_log.tsv records hashes, sizes, dates, URLs, failures, rights status, and blocked claims, with queue, rights, manifest-sync, source, asset, claim, and manuscript ledgers updated.
I-0211	done	Create a Chapter 10-13 open-frontier exhibit balance pass: Meta/Llama, Chinese open models, Anthropic/Claude, xAI/Europe/rest, and rankings appendix visuals should be pruned into a coherent frontier map.	visual audit	open-frontier visual coherence	Done in data/chapter10_13_open_frontier_balance_i0211.tsv, data/chapter10_13_open_frontier_actions_i0211.tsv, and manuscript/chapter10-13-open-frontier-balance-i0211.md; pass keeps Chapter 10 as open-weight control/adopter burden, Chapter 11 as source-permission/gap board with Qwen3/DeepSeek-R1 source surfaces, Chapter 12 as Anthropic behavior-to-action with one computer-use source surface, and Chapter 13 as methodology-before-rank plus price-quality exclusion.
I-0212	done	Create a Chapter 14-16 hardware/GTC/infrastructure exhibit balance pass: prune overfull NVIDIA/power visuals and enforce a high-drama sequence of chip, rack, keynote, datacenter, and power chain.	visual audit	industrial narrative force	Done in data/chapter14_16_hardware_gtc_balance_i0212.tsv, data/chapter14_16_hardware_gtc_actions_i0212.tsv, and manuscript/chapter14-16-hardware-gtc-balance-i0212.md; pass sets Chapter 14 as accelerator/software stack, Chapter 15 as NVIDIA GTC stagecraft with claim-card pruning, and Chapter 16 as independent power/interconnection/cooling constraint test with synthesis substitutes preferred over risky photo montage.
I-0213	done	Create a Chapter 17-20 data/tools/code exhibit balance pass: make data, agents, coding, and Claude Code visuals feel like a rising system rather than isolated technical topics.	visual audit	reader comprehension + visual continuity	Done in data/chapter17_20_data_tools_code_balance_i0213.tsv, data/chapter17_20_data_tools_code_actions_i0213.tsv, and manuscript/chapter17-20-data-tools-code-balance-i0213.md; 24 visual candidates and 8 actions define the data supply -> selected context -> bounded action -> reviewed code arc.
I-0214	done	Create a Chapter 21-24 reasoning/economics/trust/finale exhibit balance pass: choose visuals that sustain late-book tension and avoid ending with abstract dashboards only.	visual audit	late-book visual stamina	Done in data/chapter21_24_reasoning_economics_trust_finale_balance_i0214.tsv, data/chapter21_24_reasoning_economics_trust_finale_actions_i0214.tsv, and manuscript/chapter21-24-reasoning-economics-trust-finale-balance-i0214.md; 20 candidates and 8 actions define the spend at answer time -> meter the spending -> audit the authority -> return judgment to people chain.
I-0215	done	Create a whole-book visual rhythm board: map every planned exhibit by page/chapter role, classify as scene, mechanism, evidence, comparison, or source texture, and identify visual monotony.	visual design	reading experience + visual pacing	Done in data/whole_book_visual_rhythm_board_i0215.tsv, data/whole_book_visual_rhythm_summary_i0215.tsv, data/whole_book_visual_rhythm_actions_i0215.tsv, and manuscript/whole-book-visual-rhythm-board-i0215.md; all 100 selected exhibits are mapped and monotony flags identify early low-count chapters, Chapter 7/16 source-texture clusters, Chapter 13 comparison clustering, and Chapter 17/21-24 mechanism-heavy runs.
I-0216	done	Create a caption excellence pass for the selected 100 exhibits: every caption must teach one thing, avoid unsupported claims, fit the chapter voice, and include provenance hooks.	visual editing	caption quality + claim safety	Done in data/selected_100_caption_excellence_i0216.tsv, data/selected_100_caption_excellence_summary_i0216.tsv, data/selected_100_caption_excellence_actions_i0216.tsv, and manuscript/selected-100-caption-excellence-i0216.md; all 100 selected captions were audited, with 33 contract-ok rows, 50 claim-language review flags, 22 rights/private-use cue flags, and 6 long-caption flags.
I-0217	done	Create a source-note and attribution QA pass for the selected 100 exhibits: ensure source IDs, access dates, rights status, blocked-claim notes, and manifest rows are complete and consistent.	visual QA	provenance completeness 99	Done in data/selected_100_source_note_attribution_qa_i0217.tsv, data/selected_100_source_note_attribution_summary_i0217.tsv, data/selected_100_source_note_attribution_actions_i0217.tsv, and manuscript/selected-100-source-note-attribution-qa-i0217.md; all 100 selected exhibits were audited, with 98 provenance-contract-ok rows and two GTC/page-29 source-note/status corrections identified.
I-0218	done	Create a visual style-system hardening pass: define final typography, palette, line weights, chart annotations, source-card styles, figure numbering, and accessibility contrast rules.	visual design	beauty + consistency	Done in data/visual_style_system_contract_i0218.tsv, data/visual_style_svg_sample_audit_i0218.tsv, data/visual_style_system_actions_i0218.tsv, and manuscript/visual-style-system-hardening-i0218.md; the pass hardens the house style into 14 production rules and audits 74 selected SVG rows, with 17 baseline-ok and 57 review rows for later chart/render QA.
I-0219	done	Create a chart legibility QA pass: inspect all SVG/chart exhibits for mobile/PDF readability, axis labels, footnotes, source labels, color contrast, and print-scale survival.	visual QA	render legibility	Done in data/selected_svg_chart_legibility_qa_i0219.tsv, data/selected_svg_chart_legibility_summary_i0219.tsv, data/selected_svg_chart_legibility_actions_i0219.tsv, and manuscript/selected-svg-chart-legibility-qa-i0219.md; 74 selected SVG rows were audited, with 25 legibility-proxy-ok, 31 render-scale-review, 3 annotation-review, and 15 style/metadata-review rows.
I-0220	done	Create a screenshot legibility QA pass: inspect all screenshot/source-surface exhibits for crop, resolution, PII/secrets risk, quote limits, caption neutrality, and small-type readability.	visual QA	screenshot publication readiness	Done in data/selected_screenshot_source_surface_legibility_qa_i0220.tsv, data/selected_screenshot_source_surface_legibility_summary_i0220.tsv, data/selected_screenshot_source_surface_legibility_actions_i0220.tsv, and manuscript/selected-screenshot-source-surface-legibility-qa-i0220.md; 26 selected screenshot/photo/source-surface rows were audited, with 12 capture-required rows, 6 source-handle-only rows, 7 photo-rights/resolution-blocked rows, 1 captured private render needing page review, and 0 publication-ready rows from the audit alone.
I-0221	done	Create a source-excerpt card production batch: turn the strongest 10 source-card candidates into final lightweight typographic exhibits with quote-limit checks and page/source provenance.	visual production	source texture + reader delight	Done in assets/visual_system/source-card-*-i0221.svg, data/source_excerpt_card_production_i0221.tsv, data/source_excerpt_card_quote_audit_i0221.tsv, data/source_excerpt_card_actions_i0221.tsv, assets_manifest.tsv, and manuscript/source-excerpt-card-production-batch-i0221.md; 10 paraphrase-first SVG source cards were produced with direct_quote=no and quote_words_used=0.
I-0222	done	Create a second source-excerpt card batch focused on surprising/fun source moments: launch-post lines, benchmark caveats, model-card warnings, infrastructure phrasing, and tool-agent instructions.	visual production	reader fun + source texture	Produced ten paraphrase-first source cards (A-0208 through A-0217) covering launch threshold, GPT-2 withholding, system/model-card caveats, Stack Overflow moderation, Gemini family packaging, Llama repository burden, LiveCodeBench contamination, GPT-4.1 launch positioning, DSX blueprint rhetoric, and Claude Code workflow controls, with direct_quote=no and quote_words_used=0 for every card.
I-0223	done	Create a visual cold-open package for Chapter 1: choose or design the first 3 exhibits a browser/reader sees, including one unforgettable opening visual that sells the premise immediately.	visual+narrative	first-impression beauty	Promoted a Chapter 1 cold-open package choosing A-0068, A-0069, and A-0070 as the first three exhibits, with A-0068 as the full-width opening visual, A-0208/A-0211 as reserve rhythm cards, action gates, source-note contracts, and an original storyboard SVG A-0218.
I-0224	done	Create a recurring motif system for the whole book: tokens, power, time, prompts, chips, context windows, and agency should recur visually without becoming decorative filler.	visual+narrative	narrative coherence + memorability	Created a seven-motif claim-control system for token, prompt, time, chip, power, context, and agency; added motif rules/actions, reference atlas A-0219, and linked the layer into manuscript/00-visual-grammar.md.
I-0225	done	Create a timeline spine visual package: one master timeline plus chapter-local timeline strips from early language modeling to May 24, 2026, with no post-cutoff events written as history.	visual+narrative	chronological clarity	Created a 24-row timeline spine package with one row per chapter, two original SVG planning assets (A-0220 master timeline and A-0221 chapter-strip atlas), action gates for cutoff/forecast handling, and a visual-grammar hook.
I-0226	done	Create a company/lab/network map package: OpenAI, Microsoft, Google, DeepMind, Anthropic, Meta, NVIDIA, Chinese frontier labs, open-weight ecosystems, and benchmark institutions.	visual production	institutional clarity + reader orientation	Created a typed company/lab network package with 13 node rows, 16 edge rows, 8 action gates, manuscript documentation, and original SVG map A-0222; edges are scoped as cloud/capacity, product/research, open-weight distribution, hardware/substrate, benchmark/evaluation, or source-permission lanes only.
I-0227	done	Create an AI-factory systems diagram package: model training, inference, chips, networking, cooling, power, datacenter, software stack, and user demand as one explainable machine.	visual production	infrastructure synthesis	Promoted in pass-0227 with ten-layer systems package, thirteen typed flows, eight action gates, manuscript claim contract, and original planning SVG A-0223.
I-0228	done	Create a token-economics visual package: training tokens, inference tokens, context windows, pricing, compute, latency, and marginal cost as a reader-friendly set of diagrams and caveated charts.	visual production	economics clarity + originality	Promoted in pass-0228 with twelve-surface economics package, diagram plan, eight action gates, manuscript claim contract, and original planning SVGs A-0224/A-0225.
I-0229	done	Create a full-book figure list and numbering pass: assign stable figure IDs, chapter anchors, alt text, source IDs, and final/pending status for every selected exhibit.	visual QA	publication readiness infrastructure	Promoted in pass-0229 with a 100-row full-book figure ledger, stable Fcc.nn IDs, chapter anchors, source IDs, generated alt text, planned statuses, action gates, and manuscript documentation.
I-0230	done	Create a render-smoke pass for selected visual families: produce low-weight sample pages for SVG charts, screenshots, source cards, photos, and dense captions, then record layout defects.	render QA	visual publication readiness	Promoted in pass-0230 with a static render-smoke sample sheet, ten sampled family rows, ten defect rows, eight action gates, and manuscript documentation.
I-0231	done	Create a full-book visual page-flow mock: place representative exhibits through all 24 chapters, measure white space, caption flow, orphan risk, and reader fatigue.	render QA	visual beauty + reading experience	Promoted in pass-0231 with a 100-row figure-level page-flow mock, 24-row chapter summary, storyboard HTML, eight action gates, and manuscript documentation.
I-0232	done	Create a competitor visual benchmark audit against Chip War, The Prize, Isaacson-style biographies, The Thinking Machine, and major AI/business books: identify where Next Token must exceed them visually.	benchmarking	visual ambition + market differentiation	Done in manuscript/competitor-visual-benchmark-audit-i0232.md with benchmark audit, scorecard, and gap-action ledgers; mechanism clarity is strong, while physical/human texture, map/place usefulness, rights readiness, caption elegance, page rhythm, and final render proof become explicit gates.
I-0233	done	Create a reader-addiction visual audit: mark where images can raise suspense, surprise, delight, or clarity, and remove visuals that slow the story without teaching.	visual+narrative	Goodreads appeal + visual restraint	Done in manuscript/reader-addiction-visual-audit-i0233.md with 24 chapter-level reader-effect decisions, summary counts, and eight action gates; visual selection now prioritizes shock, suspense, surprise, delight, clarity, memory, and responsibility over raw exhibit count.
I-0234	done	Create a prose-around-figures quality pass: rewrite the paragraphs before and after key exhibits so every major visual lands like a story beat rather than an interruption.	writing+visual	reading experience + figure integration	Done in manuscript/prose-around-figures-quality-pass-i0234.md with twelve key exhibit bridge rows, eight action gates, and rules for before-figure runway prose plus after-figure overread blockers.
I-0235	done	Create a final rights-risk triage board: classify every selected exhibit as publish, redraw, replace, permission-needed, fair-use-review, or drop, with a replacement candidate for every high-risk row.	rights QA	visual publication readiness 99	Done in manuscript/final-rights-risk-triage-board-i0235.md with a 100-row selected-exhibit rights board, summary counts, chapter gates, actions, and replacement candidates for every high-risk row.
I-0236	done	Create a visual readiness recomputation pass: rerun the exhibit dashboard after the capture, redraw, caption, rights, and render work, then update README/readiness estimates and next blockers.	visual audit	metrics closure toward 99	Done in manuscript/visual-readiness-recompute-i0236.md and README.md; the recompute rejects near-99 publication readiness, finds 30 high-risk rows, 67 caption gates, 9 rhythm defects, 0 render-proven figures, and 0 publication-ready rows.
I-0237	done	Create the first assembled full-book Markdown draft: stitch the current 24 main chapter files into manuscript/Next-Token-full-draft.md with front matter, chapter order, placeholder figure callouts, and a generated table of contents.	book assembly	single visible book artifact	Done in manuscript/Next-Token-full-draft.md with 24 emitted chapter headings, a generated TOC, source-file notes, 100 figure placeholders, and a chapter-level assembly manifest that flags Chapter 12 as compound unresolved.
I-0238	done	Create a chapter-numbering and title normalization pass: resolve duplicate/ambiguous chapter filenames, ensure exactly 24 main chapters, and produce a canonical chapter-order map used by future assembly/render passes.	book assembly	chapter integrity	Done in data/canonical_chapter_order_map.tsv and manuscript/chapter-numbering-title-normalization-i0238.md; the map has 24 unique chapter IDs, 24 unique render slugs, exact master-outline title match, and 16 filename-action rows resolved by map rather than physical renames.
I-0239	done	Create a full-draft word-count and gap audit: measure the assembled book against the 100,000-120,000 word target, identify thin or overlong chapters, and append specific expansion/compression actions.	book QA	word-count target closure	Done in manuscript/full-draft-word-count-gap-audit-i0239.md with chapter-level audit and action ledgers; assembled source words are 102,196 including 3,911 supplemental Anthropic/Claude words, while primary-only canonical spine words are 98,285.
I-0240	done	Create the first full-book render pipeline pass: choose the simplest Markdown-to-PDF or HTML-to-PDF path available locally, render a rough full-book PDF, and record failures without chasing design perfection.	render assembly	first full-book PDF artifact	Done with scripts/render_full_book_i0240.py and data/full_book_render_pipeline_i0240.tsv; local rough PDF rendered to rendered/full_book_i0240/Next-Token-full-draft-i0240.pdf with 24 chapter headings, 100 figure placeholders, 401 pages, and known defects recorded.
I-0241	done	Create a full-book PDF smoke QA ledger: inspect the first full render for missing chapters, broken headings, broken links, missing figures, overflow, blank pages, and unreadable code/notes.	render QA	book-shaped defect list	Done in data/full_book_pdf_smoke_qa_i0241.tsv and data/full_book_pdf_smoke_defects_i0241.tsv; the rough 401-page PDF passes artifact, chapter, figure-ID, link, blank-page, and code-block smoke checks while retaining P0/P1 defects for placeholder-only figures and unproven overflow/layout quality.
I-0242	done	Create a figure-callout insertion pass: add stable placeholder figure callouts into the assembled draft for the selected exhibit program, with chapter anchors and caption stubs but no overdesigned layout.	book assembly	figures visible in prose	Done in manuscript/Next-Token-full-draft.md and data/figure_callout_placement_i0242.tsv; 100 section-level FIGURE-CALLOUT blocks inserted across 24 chapters, old chapter-level placeholder inventory blocks removed, and the render pipeline recognizes 100 callouts.
I-0243	done	Create a first real-world image placement pass: select 20-30 of the best local/source-media images or page renders for the assembled draft and place them as candidate figure callouts with quality/diversity/story-fit notes.	visual assembly	real-world image presence	Done in data/real_world_image_placement_i0243.tsv and manuscript/real-world-image-placement-i0243.md; 24 blocked real-world candidates were selected across 12 chapters and stamped into the full draft callouts with story-fit, diversity, quality, rights-gate, and next-action notes.
I-0244	done	Create a source-card and quote extraction pass for the assembled draft: convert the strongest paraphrase-only source cards into quote-safe or paraphrase-final cards with exact page/anchor provenance.	source+visual QA	quote-safe evidence texture	Done in data/source_card_quote_extraction_i0244.tsv and manuscript/source-card-quote-extraction-i0244.md; 22 quote-safe extraction rows were created from 5 strongest source-card candidates across chapters 6, 7, 15, and 16, with local line/page anchors, source-level quote counts, blocked-claim gates, and placement notes.
